spei_iso3,spei,spei_date,year,month,spei_lag1,spei_lag2,spei_lag3
BRN,-0.35838154,2019-07-16,2019,7,-0.2670861,-1.564087,-1.3997929
BGR,-0.2465117,2019-07-16,2019,7,0.071790695,-0.5681485,-1.1252776
BFA,-0.07744583,2019-07-16,2019,7,-0.27052373,-0.08536396,0.08057756
BDI,0.14867663,2019-07-16,2019,7,-1.1911416,-2.0309825,-2.8133492
CPV,1.8378015,2019-07-16,2019,7,0.27106884,0.37930438,0.30310446
KHM,-0.6328827,2019-07-16,2019,7,-0.5119546,-0.40130287,-0.19808765
CMR,0.12240683,2019-07-16,2019,7,-0.021880712,-0.17429166,-0.17546996
CAN,-0.09660549,2019-07-16,2019,7,-0.14576906,-0.48840302,-0.20842145
CAF,0.17073834,2019-07-16,2019,7,-0.06345743,-0.36218402,-0.3556529
TCD,-0.13493146,2019-07-16,2019,7,-0.38518634,-0.52468026,-0.88440424
CHL,-0.32518724,2019-07-16,2019,7,-0.25469208,-0.046162177,-0.1007794
CHN,0.10194406,2019-07-16,2019,7,-0.15891193,-0.56686944,-0.753716
COL,-0.53189266,2019-07-16,2019,7,-0.22693048,0.008682205,-0.3917174
COM,-0.083649404,2019-07-16,2019,7,1.5814356,1.141891,0.009760522
CRI,1.149291,2019-07-16,2019,7,1.3124231,1.1053927,0.3622593
HRV,1.1057045,2019-07-16,2019,7,1.0544027,1.0259206,-1.1425192
CUB,-0.47022164,2019-07-16,2019,7,-0.5933052,0.048941858,0.0536824
CYP,-0.43816876,2019-07-16,2019,7,0.08166964,0.5078801,0.82427853
CZE,-0.82201684,2019-07-16,2019,7,-0.9014536,0.033066522,-1.8572505
COD,0.15211312,2019-07-16,2019,7,0.08112283,-0.079665415,-0.14715447
DNK,-0.33067706,2019-07-16,2019,7,-1.0493944,0.36469004,-0.33583838
DJI,0.14093716,2019-07-16,2019,7,0.38610324,0.021846816,-0.1807503
DOM,-0.8417629,2019-07-16,2019,7,-0.8937149,-0.04776545,-0.36661
TLS,-0.3325157,2019-07-16,2019,7,-0.9053225,-1.6370245,-1.9887096
ECU,0.70776635,2019-07-16,2019,7,0.35615185,0.8247212,0.21522468
EGY,-1.734059,2019-07-16,2019,7,-1.0481324,-0.2759986,0.12763377
SLV,-1.115834,2019-07-16,2019,7,-1.0455357,-0.39183918,-0.6888695
GNQ,-0.05889735,2019-07-16,2019,7,0.07715373,0.4393447,0.42445076
ERI,-0.11250553,2019-07-16,2019,7,-0.09468653,-0.5958621,-0.7627932
EST,-0.42681828,2019-07-16,2019,7,-1.6724081,-0.29241166,-1.0085584
ETH,0.41315892,2019-07-16,2019,7,0.79414976,0.23437102,0.036303457
FLK,-0.6440854,2019-07-16,2019,7,-0.39400333,-0.08043559,0.43515304
FRO,-0.18539295,2019-07-16,2019,7,-0.6979969,-0.33720964,-0.102332
FJI,-0.983181,2019-07-16,2019,7,0.63168865,0.39881226,-0.03152899
FIN,0.09409899,2019-07-16,2019,7,-0.24113548,0.6636586,0.3824153
FRA,-1.0498464,2019-07-16,2019,7,0.21115325,1.1733614,-0.065700606
PYF,-0.8060001,2019-07-16,2019,7,-0.4380031,-0.25401178,0.053491082
ATF,1.1376005,2019-07-16,2019,7,0.64569527,1.1110919,1.5130484
GAB,0.10966009,2019-07-16,2019,7,0.049459815,0.19161645,0.21857564
GMB,-1.3741615,2019-07-16,2019,7,-0.059370585,0.07632227,-0.0046028197
GEO,-1.2580613,2019-07-16,2019,7,-1.1797348,-0.46212167,0.2265504
DEU,-1.0875647,2019-07-16,2019,7,-1.2689617,-0.31831524,-1.3457615
GHA,0.63787603,2019-07-16,2019,7,-0.09451566,-0.05858512,-0.01939842
GRC,0.18162338,2019-07-16,2019,7,0.66179925,-0.49155608,-0.67198735
GRL,-0.90835357,2019-07-16,2019,7,-0.6358847,-0.052129295,0.119246714
GTM,-1.1697677,2019-07-16,2019,7,-0.2078168,0.108636096,-1.0084139
GIN,-0.35262394,2019-07-16,2019,7,-0.09168282,0.2472579,0.40669027
GNB,-0.99485373,2019-07-16,2019,7,-0.104052134,0.1307684,-0.18253794
GUY,0.7638961,2019-07-16,2019,7,-0.19934326,-0.84803164,-1.5128418
HTI,0.75362766,2019-07-16,2019,7,0.07488067,0.82162696,-1.1967894
HND,-1.4237337,2019-07-16,2019,7,-1.2305506,-0.6077969,-0.49519002
HUN,0.16903655,2019-07-16,2019,7,0.15729316,0.3265254,-1.8404639
ISL,-0.54708165,2019-07-16,2019,7,-1.3856928,-0.21888337,0.5201673
IND,-0.15839352,2019-07-16,2019,7,-0.63216007,-0.49171236,-0.24271579
IDN,-0.1386789,2019-07-16,2019,7,0.056081302,-0.4620285,-0.3864542
IRN,-0.6740706,2019-07-16,2019,7,0.5272683,1.2445346,1.277201
IRQ,-1.7863237,2019-07-16,2019,7,-0.56034553,0.6074119,0.8592354
IRL,-0.57275206,2019-07-16,2019,7,0.16460636,0.7560346,1.0144067
ISR,-1.1380317,2019-07-16,2019,7,-0.324713,0.16165261,1.0140634
ITA,0.33893692,2019-07-16,2019,7,0.088321775,0.25855318,-1.2212169
CIV,0.389785,2019-07-16,2019,7,-0.14024815,-0.18613172,-0.025284842
JAM,-0.4772011,2019-07-16,2019,7,-0.10883959,0.5241133,0.4131349
JPN,-0.5334673,2019-07-16,2019,7,-1.1642962,-1.6127573,-1.2110718
JOR,-1.3607427,2019-07-16,2019,7,-0.6256859,-0.04902092,1.0642065
KAZ,-1.1260092,2019-07-16,2019,7,-0.46202093,-0.8097599,-0.42945752
KEN,0.2606779,2019-07-16,2019,7,0.16704449,0.41762906,0.55996144
XKX,1.4353589,2019-07-16,2019,7,-1.0498464,0.21115325,1.1733614
KWT,-1.7504654,2019-07-16,2019,7,-0.84509563,0.19276887,0.10588521
KGZ,-0.87383854,2019-07-16,2019,7,0.31188133,-0.12165744,0.6826799
LAO,-1.288466,2019-07-16,2019,7,-1.250576,-1.1484251,-1.0256128
LVA,-0.6621955,2019-07-16,2019,7,-1.9934272,-0.9725931,-1.6959068
LBN,-1.1147158,2019-07-16,2019,7,-0.23012392,0.6797156,1.1517702
LSO,-1.0010269,2019-07-16,2019,7,1.2084283,0.6045332,0.83126956
LBR,-0.010272232,2019-07-16,2019,7,-0.02910684,-0.102466784,-0.04113333
LBY,-1.1304992,2019-07-16,2019,7,-0.5725206,0.06674164,0.38496068
LTU,-0.89597243,2019-07-16,2019,7,-2.1405485,-1.3005577,-2.0452268
LUX,-1.3113983,2019-07-16,2019,7,-0.9776482,0.044913866,-0.5583329
MDG,-0.49633336,2019-07-16,2019,7,0.11652515,0.5912939,0.33826625
MWI,-0.4643289,2019-07-16,2019,7,0.0837366,1.086643,1.324824
MYS,0.076783486,2019-07-16,2019,7,0.09626964,-1.2126362,-1.3769717
MLI,-0.33565044,2019-07-16,2019,7,-0.0425264,0.09427881,0.17655404
MRT,-0.7388101,2019-07-16,2019,7,-0.29705167,-0.23810276,-0.113098584
MUS,-0.6840867,2019-07-16,2019,7,0.44724163,-1.3682191,-1.784072
MEX,-0.85764277,2019-07-16,2019,7,-0.56580347,-0.42226505,-0.5538309
MDA,-0.6703641,2019-07-16,2019,7,-0.53651345,-0.80704314,-1.599718
MNG,-0.45710772,2019-07-16,2019,7,-0.97591203,-1.4892505,-1.6666334
MNE,2.1100035,2019-07-16,2019,7,1.6588049,0.8423229,-1.4832503
MAR,-1.0716492,2019-07-16,2019,7,-1.0405376,-1.1905854,-1.1882982
MOZ,-0.60310113,2019-07-16,2019,7,0.49816802,0.75695604,0.61086756
MMR,-1.5620617,2019-07-16,2019,7,-1.5305035,-1.3397493,-0.8862015
NAM,-0.7144937,2019-07-16,2019,7,-0.33326244,-0.22526267,-0.12586293
NPL,0.06430791,2019-07-16,2019,7,-0.2620171,0.102908775,0.92106897
NLD,-0.9966446,2019-07-16,2019,7,-1.0329374,-0.1951815,-0.50858897
NCL,-1.3495569,2019-07-16,2019,7,-0.45607188,-0.91608053,0.3877841
NZL,0.8143849,2019-07-16,2019,7,0.55752933,1.1480132,0.72270685
NIC,-0.856058,2019-07-16,2019,7,-0.58576757,0.13642173,-0.84660345
NER,-0.007119238,2019-07-16,2019,7,0.122744545,0.014046897,-0.023008352
NGA,0.24182262,2019-07-16,2019,7,0.0023136025,-0.56340796,-0.5347143
PRK,-1.26272,2019-07-16,2019,7,-1.3229753,-1.9584236,-1.6710972
MKD,0.6606696,2019-07-16,2019,7,0.57586634,-0.3803009,-1.56419
NOR,0.13659176,2019-07-16,2019,7,-0.33533475,1.4353589,-1.0498464
OMN,-1.4278634,2019-07-16,2019,7,-1.0702326,-0.7314788,-0.5906896
PAK,0.1323682,2019-07-16,2019,7,0.36231604,1.0781782,1.2421991
PSE,-1.1668744,2019-07-16,2019,7,-0.297315,0.34240565,0.9864387
PAN,0.5506644,2019-07-16,2019,7,0.5874404,0.44706646,-0.4588743
PNG,0.2048516,2019-07-16,2019,7,0.12391931,0.2672351,0.15693828
PRY,0.47171962,2019-07-16,2019,7,0.6533834,1.8607128,1.3169261
PER,0.33288506,2019-07-16,2019,7,0.21708563,0.062347464,0.017697928
PHL,-0.15020183,2019-07-16,2019,7,-0.38492748,-0.40083662,-0.8868007
POL,-0.91870826,2019-07-16,2019,7,-1.3363631,-0.4377371,-1.9434049
PRT,-1.5940225,2019-07-16,2019,7,-1.1324677,-1.5803558,-1.4207039
PRI,-0.38707235,2019-07-16,2019,7,-0.9082033,-0.7594187,-0.39084005
QAT,-1.853872,2019-07-16,2019,7,-0.32159084,1.906535,1.8541485
SRB,1.1738673,2019-07-16,2019,7,1.2312655,0.69439095,-1.5906447
COG,0.406061,2019-07-16,2019,7,0.03076581,-0.24376935,-0.21439411
ROU,-0.055463236,2019-07-16,2019,7,0.32577482,0.40285033,-1.4494097
RUS,-0.37478477,2019-07-16,2019,7,-0.6649747,-0.37251395,-0.1459789
RWA,0.49194235,2019-07-16,2019,7,-0.8037655,-1.9160877,-2.9745266
VCT,-1.327984,2019-07-16,2019,7,-1.2940999,-1.1594462,-1.3446182
WSM,1.5882692,2019-07-16,2019,7,0.19035242,0.36671746,1.0136188
SAU,-1.1120704,2019-07-16,2019,7,-0.6206828,0.058919206,0.25792086
SEN,-1.304878,2019-07-16,2019,7,-0.05447709,0.1845994,0.09004161
SIA,1.1892606,2019-07-16,2019,7,0.13659176,-0.33533475,1.4353589
SLE,-0.79074216,2019-07-16,2019,7,-0.06226546,0.01341145,0.008615388
SVK,-0.28021514,2019-07-16,2019,7,-0.38181138,0.31643778,-1.7881604
SVN,0.58752507,2019-07-16,2019,7,0.78152746,1.1385081,-0.68840265
SLB,0.055094816,2019-07-16,2019,7,0.034936644,0.002725708,-0.00087223406
SOM,-0.08200464,2019-07-16,2019,7,-0.22900757,-0.22252019,-0.4720305
SOL,-0.14464152,2019-07-16,2019,7,1.1892606,0.13659176,-0.33533475
ZAF,-1.6834229,2019-07-16,2019,7,-0.58506596,-0.7009334,-0.50793475
SGS,0.37889126,2019-07-16,2019,7,0.08366314,0.16891283,-0.5185107
KOR,-0.710145,2019-07-16,2019,7,-1.0161312,-1.6717342,-0.8908161
SSD,0.18751374,2019-07-16,2019,7,0.019169655,-0.3171265,-0.4228242
ESP,-1.7178311,2019-07-16,2019,7,-1.246883,-1.3862104,-1.3364875
LKA,-1.3266382,2019-07-16,2019,7,-1.5001987,-1.8628701,-0.3300726
SDN,-0.6786829,2019-07-16,2019,7,-0.3373035,-0.64442337,-0.58497494
SUR,-0.20578752,2019-07-16,2019,7,-0.47580895,-0.8761246,-1.4166504
SWE,0.0041821944,2019-07-16,2019,7,-0.058385216,0.4437344,0.20240115
CHE,-0.4831326,2019-07-16,2019,7,-0.3244454,0.27148885,-0.98995477
SYR,-1.4762968,2019-07-16,2019,7,-0.0906269,0.7625949,1.3470592
TWN,0.3265503,2019-07-16,2019,7,0.10148464,0.35725367,0.21977392
TJK,-0.18872476,2019-07-16,2019,7,1.4141177,0.5784267,0.6396139
THA,-1.2402471,2019-07-16,2019,7,-1.1418093,-1.2075586,-1.3380516
BHS,0.9974313,2019-07-16,2019,7,0.2037638,0.22412151,-0.067853875
TGO,0.39548016,2019-07-16,2019,7,-0.07873485,-0.11589249,-0.1374068
TTO,-1.787041,2019-07-16,2019,7,-1.1838872,-0.977528,-0.2565789
TUN,-1.2345719,2019-07-16,2019,7,-0.7233723,0.5676849,0.34563363
TUR,-0.0632378,2019-07-16,2019,7,0.3430403,-0.24139829,0.1369722
TKM,-1.09522,2019-07-16,2019,7,0.6073138,0.8384344,1.4648619
UGA,0.6463509,2019-07-16,2019,7,0.17707996,0.12767446,0.11748196
UKR,-0.43443826,2019-07-16,2019,7,-0.6352065,-0.294584,-1.6852638
ARE,-1.2415932,2019-07-16,2019,7,-0.4462964,0.58089715,0.7970002
GBR,0.5086363,2019-07-16,2019,7,0.3720433,0.09297968,-0.18901628
TZA,0.8484521,2019-07-16,2019,7,0.6910505,0.52580297,-0.010629939
VIR,-0.15833288,2019-07-16,2019,7,-1.2023846,-1.0579804,-0.5176307
USA,0.32308316,2019-07-16,2019,7,0.43751407,0.7364165,0.8239999
URY,0.90677977,2019-07-16,2019,7,0.7364236,0.09775699,-0.65546745
UZB,-1.2612383,2019-07-16,2019,7,0.045052223,-0.026223928,0.4508373
VUT,0.044496913,2019-07-16,2019,7,0.07585614,0.008577898,0.027518546
VEN,-0.08777547,2019-07-16,2019,7,-0.01752383,-0.33753383,-0.46414462
VNM,-0.7163486,2019-07-16,2019,7,-0.83882326,-0.36875987,-0.1376876
ESH,-1.0159905,2019-07-16,2019,7,-1.1291717,-1.2230504,-0.78524417
YEM,-0.5984464,2019-07-16,2019,7,-0.41417015,-0.21132177,-0.41787204
ZMB,-0.578568,2019-07-16,2019,7,0.3324576,0.1700552,0.13193083
ZWE,-1.1725394,2019-07-16,2019,7,0.0013963272,0.22818093,0.10388845
SWZ,-2.2526329,2019-07-16,2019,7,-1.1406715,-0.2999305,0.3892866
AFG,-0.60044515,2019-08-16,2019,8,-0.41057253,0.76488924,0.903288
ALA,-1.0250193,2019-08-16,2019,8,-0.5380595,-1.5549352,-0.4103405
ALB,-0.24372227,2019-08-16,2019,8,1.2491119,1.1068038,0.2931752
DZA,-0.6394391,2019-08-16,2019,8,-1.083365,-1.1169595,-0.7388746
AGO,-0.5726644,2019-08-16,2019,8,-0.08654367,0.13126524,0.11706918
ARG,-0.4717549,2019-08-16,2019,8,0.20455673,0.23479155,0.3334605
ARM,-1.8325088,2019-08-16,2019,8,-1.6945583,-1.1948647,-0.09610747
AUS,-0.6982558,2019-08-16,2019,8,-0.6803636,-0.42287087,-0.46610346
AUT,-1.5049149,2019-08-16,2019,8,-0.0014595649,-0.13673091,0.90199846
AZE,-1.6961689,2019-08-16,2019,8,-1.8059797,-1.2500118,-0.28148362
BGD,-1.4347694,2019-08-16,2019,8,-1.1324,-1.3119745,0.014514138
BLR,-0.9100485,2019-08-16,2019,8,-0.37246016,-1.7484145,-1.1599407
BEL,-1.4302307,2019-08-16,2019,8,-1.029892,-1.0032673,-0.26380697
BLZ,-2.1007206,2019-08-16,2019,8,-1.9729513,-0.61440927,-0.41169262
BEN,0.19710141,2019-08-16,2019,8,0.27493635,-0.036636703,-0.13514158
BTN,-1.1110188,2019-08-16,2019,8,-0.37605545,-1.1361831,0.12342659
BOL,-1.1049345,2019-08-16,2019,8,-0.68260556,-1.0440158,-0.52495617
BIH,-0.2813616,2019-08-16,2019,8,1.6100751,1.3138211,1.1022447
BWA,-2.1026802,2019-08-16,2019,8,-1.8765881,-0.27854574,-0.3920546
BRA,-0.7633419,2019-08-16,2019,8,-0.2301173,0.02880949,0.15938053
BRN,-0.19204587,2019-08-16,2019,8,-0.35838154,-0.2670861,-1.564087
BGR,-0.68126875,2019-08-16,2019,8,-0.2465117,0.071790695,-0.5681485
BFA,0.2743228,2019-08-16,2019,8,-0.07744583,-0.27052373,-0.08536396
BDI,-0.48293638,2019-08-16,2019,8,0.14867663,-1.1911416,-2.0309825
CPV,0.6913631,2019-08-16,2019,8,1.8378015,0.27106884,0.37930438
KHM,-0.62194866,2019-08-16,2019,8,-0.6328827,-0.5119546,-0.40130287
CMR,0.10850451,2019-08-16,2019,8,0.12240683,-0.021880712,-0.17429166
CAN,0.13461626,2019-08-16,2019,8,-0.09660549,-0.14576906,-0.48840302
CAF,-0.04856427,2019-08-16,2019,8,0.17073834,-0.06345743,-0.36218402
TCD,0.19969141,2019-08-16,2019,8,-0.13493146,-0.38518634,-0.52468026
CHL,-0.49346107,2019-08-16,2019,8,-0.32518724,-0.25469208,-0.046162177
CHN,0.024035309,2019-08-16,2019,8,0.10194406,-0.15891193,-0.56686944
COL,-1.0770541,2019-08-16,2019,8,-0.53189266,-0.22693048,0.008682205
COM,-1.6317177,2019-08-16,2019,8,-0.083649404,1.5814356,1.141891
CRI,0.4603986,2019-08-16,2019,8,1.149291,1.3124231,1.1053927
HRV,-0.76293576,2019-08-16,2019,8,1.1057045,1.0544027,1.0259206
CUB,-0.37834787,2019-08-16,2019,8,-0.47022164,-0.5933052,0.048941858
CYP,0.4121463,2019-08-16,2019,8,-0.43816876,0.08166964,0.5078801
CZE,-1.7880237,2019-08-16,2019,8,-0.82201684,-0.9014536,0.033066522
COD,-0.10228306,2019-08-16,2019,8,0.15211312,0.08112283,-0.079665415
DNK,-0.6594205,2019-08-16,2019,8,-0.33067706,-1.0493944,0.36469004
DJI,0.19814576,2019-08-16,2019,8,0.14093716,0.38610324,0.021846816
DOM,-2.7519507,2019-08-16,2019,8,-0.8417629,-0.8937149,-0.04776545
TLS,0.11568459,2019-08-16,2019,8,-0.3325157,-0.9053225,-1.6370245
ECU,-0.37075254,2019-08-16,2019,8,0.70776635,0.35615185,0.8247212
EGY,-1.7260798,2019-08-16,2019,8,-1.734059,-1.0481324,-0.2759986
SLV,-1.7755473,2019-08-16,2019,8,-1.115834,-1.0455357,-0.39183918
GNQ,0.09456416,2019-08-16,2019,8,-0.05889735,0.07715373,0.4393447
ERI,0.46197596,2019-08-16,2019,8,-0.11250553,-0.09468653,-0.5958621
EST,-0.90385574,2019-08-16,2019,8,-0.42681828,-1.6724081,-0.29241166
ETH,0.07791491,2019-08-16,2019,8,0.41315892,0.79414976,0.23437102
FLK,-0.012127673,2019-08-16,2019,8,-0.6440854,-0.39400333,-0.08043559
FRO,-0.18288958,2019-08-16,2019,8,-0.18539295,-0.6979969,-0.33720964
FJI,-0.45146644,2019-08-16,2019,8,-0.983181,0.63168865,0.39881226
FIN,-0.51879054,2019-08-16,2019,8,0.09409899,-0.24113548,0.6636586
FRA,-1.4098278,2019-08-16,2019,8,-0.14464152,1.1892606,0.13659176
PYF,-1.476219,2019-08-16,2019,8,-0.8060001,-0.4380031,-0.25401178
ATF,1.924056,2019-08-16,2019,8,1.1376005,0.64569527,1.1110919
GAB,-0.13825901,2019-08-16,2019,8,0.10966009,0.049459815,0.19161645
GMB,-0.948956,2019-08-16,2019,8,-1.3741615,-0.059370585,0.07632227
GEO,-1.0553502,2019-08-16,2019,8,-1.2580613,-1.1797348,-0.46212167
DEU,-1.6088078,2019-08-16,2019,8,-1.0875647,-1.2689617,-0.31831524
GHA,0.8725915,2019-08-16,2019,8,0.63787603,-0.09451566,-0.05858512
GRC,-0.23534687,2019-08-16,2019,8,0.18162338,0.66179925,-0.49155608
GRL,-0.9462279,2019-08-16,2019,8,-0.90835357,-0.6358847,-0.052129295
GTM,-1.8159679,2019-08-16,2019,8,-1.1697677,-0.2078168,0.108636096
GIN,-0.27773932,2019-08-16,2019,8,-0.35262394,-0.09168282,0.2472579
GNB,-0.7969011,2019-08-16,2019,8,-0.99485373,-0.104052134,0.1307684
GUY,0.8456348,2019-08-16,2019,8,0.7638961,-0.19934326,-0.84803164
HTI,-1.8793354,2019-08-16,2019,8,0.75362766,0.07488067,0.82162696
HND,-1.9670008,2019-08-16,2019,8,-1.4237337,-1.2305506,-0.6077969
HUN,-1.2868502,2019-08-16,2019,8,0.16903655,0.15729316,0.3265254
ISL,0.19444011,2019-08-16,2019,8,-0.54708165,-1.3856928,-0.21888337
IND,0.1917301,2019-08-16,2019,8,-0.15839352,-0.63216007,-0.49171236
IDN,-0.45167217,2019-08-16,2019,8,-0.1386789,0.056081302,-0.4620285
IRN,-1.3168564,2019-08-16,2019,8,-0.6740706,0.5272683,1.2445346
IRQ,-1.7675103,2019-08-16,2019,8,-1.7863237,-0.56034553,0.6074119
IRL,0.55365604,2019-08-16,2019,8,-0.57275206,0.16460636,0.7560346
ISR,-0.79707074,2019-08-16,2019,8,-1.1380317,-0.324713,0.16165261
ITA,-1.0816432,2019-08-16,2019,8,0.33893692,0.088321775,0.25855318
CIV,0.5565774,2019-08-16,2019,8,0.389785,-0.14024815,-0.18613172
JAM,-0.59366566,2019-08-16,2019,8,-0.4772011,-0.10883959,0.5241133
JPN,0.49591398,2019-08-16,2019,8,-0.5334673,-1.1642962,-1.6127573
JOR,-0.85860604,2019-08-16,2019,8,-1.3607427,-0.6256859,-0.04902092
KAZ,-1.0286951,2019-08-16,2019,8,-1.1260092,-0.46202093,-0.8097599
KEN,-0.40704653,2019-08-16,2019,8,0.2606779,0.16704449,0.41762906
XKX,-0.26256132,2019-08-16,2019,8,-1.4098278,-0.14464152,1.1892606
KWT,-1.8705627,2019-08-16,2019,8,-1.7504654,-0.84509563,0.19276887
KGZ,-0.15284969,2019-08-16,2019,8,-0.87383854,0.31188133,-0.12165744
LAO,-0.9004896,2019-08-16,2019,8,-1.288466,-1.250576,-1.1484251
LVA,-0.99559414,2019-08-16,2019,8,-0.6621955,-1.9934272,-0.9725931
LBN,-0.31613296,2019-08-16,2019,8,-1.1147158,-0.23012392,0.6797156
LSO,-1.4888388,2019-08-16,2019,8,-1.0010269,1.2084283,0.6045332
LBR,0.03140389,2019-08-16,2019,8,-0.010272232,-0.02910684,-0.102466784
LBY,-1.3118514,2019-08-16,2019,8,-1.1304992,-0.5725206,0.06674164
LTU,-1.1400497,2019-08-16,2019,8,-0.89597243,-2.1405485,-1.3005577
LUX,-1.6311723,2019-08-16,2019,8,-1.3113983,-0.9776482,0.044913866
MDG,-1.181723,2019-08-16,2019,8,-0.49633336,0.11652515,0.5912939
MWI,-0.032929324,2019-08-16,2019,8,-0.4643289,0.0837366,1.086643
MYS,-0.4391933,2019-08-16,2019,8,0.076783486,0.09626964,-1.2126362
MLI,-0.12676258,2019-08-16,2019,8,-0.33565044,-0.0425264,0.09427881
MRT,-0.5294201,2019-08-16,2019,8,-0.7388101,-0.29705167,-0.23810276
MUS,-0.10261109,2019-08-16,2019,8,-0.6840867,0.44724163,-1.3682191
MEX,-1.1006781,2019-08-16,2019,8,-0.85764277,-0.56580347,-0.42226505
MDA,-1.5449796,2019-08-16,2019,8,-0.6703641,-0.53651345,-0.80704314
MNG,-0.6870012,2019-08-16,2019,8,-0.45710772,-0.97591203,-1.4892505
MNE,0.051785257,2019-08-16,2019,8,2.1100035,1.6588049,0.8423229
MAR,-0.6638308,2019-08-16,2019,8,-1.0716492,-1.0405376,-1.1905854
MOZ,-1.2083498,2019-08-16,2019,8,-0.60310113,0.49816802,0.75695604
MMR,-0.8956005,2019-08-16,2019,8,-1.5620617,-1.5305035,-1.3397493
NAM,-0.73535186,2019-08-16,2019,8,-0.7144937,-0.33326244,-0.22526267
NPL,-0.3866748,2019-08-16,2019,8,0.06430791,-0.2620171,0.102908775
NLD,-1.3326757,2019-08-16,2019,8,-0.9966446,-1.0329374,-0.1951815
NCL,-1.219029,2019-08-16,2019,8,-1.3495569,-0.45607188,-0.91608053
NZL,0.68463075,2019-08-16,2019,8,0.8143849,0.55752933,1.1480132
NIC,-1.5044525,2019-08-16,2019,8,-0.856058,-0.58576757,0.13642173
NER,0.3359726,2019-08-16,2019,8,-0.007119238,0.122744545,0.014046897
NGA,0.49021596,2019-08-16,2019,8,0.24182262,0.0023136025,-0.56340796
PRK,-0.7743879,2019-08-16,2019,8,-1.26272,-1.3229753,-1.9584236
MKD,-0.3097093,2019-08-16,2019,8,0.6606696,0.57586634,-0.3803009
NOR,-0.112103105,2019-08-16,2019,8,0.60240704,-0.26256132,-1.4098278
OMN,-1.5618114,2019-08-16,2019,8,-1.4278634,-1.0702326,-0.7314788
PAK,0.0012068079,2019-08-16,2019,8,0.1323682,0.36231604,1.0781782
PSE,-0.70588493,2019-08-16,2019,8,-1.1668744,-0.297315,0.34240565
PAN,-0.12252706,2019-08-16,2019,8,0.5506644,0.5874404,0.44706646
PNG,0.15980087,2019-08-16,2019,8,0.2048516,0.12391931,0.2672351
PRY,-0.9574864,2019-08-16,2019,8,0.47171962,0.6533834,1.8607128
PER,0.24129327,2019-08-16,2019,8,0.33288506,0.21708563,0.062347464
PHL,0.3423105,2019-08-16,2019,8,-0.15020183,-0.38492748,-0.40083662
POL,-1.7331824,2019-08-16,2019,8,-0.91870826,-1.3363631,-0.4377371
PRT,-0.8894979,2019-08-16,2019,8,-1.5940225,-1.1324677,-1.5803558
PRI,-0.036429603,2019-08-16,2019,8,-0.38707235,-0.9082033,-0.7594187
QAT,-2.0953932,2019-08-16,2019,8,-1.853872,-0.32159084,1.906535
SRB,-0.577596,2019-08-16,2019,8,1.1738673,1.2312655,0.69439095
COG,-0.24049413,2019-08-16,2019,8,0.406061,0.03076581,-0.24376935
ROU,-1.4292678,2019-08-16,2019,8,-0.055463236,0.32577482,0.40285033
RUS,-0.49303535,2019-08-16,2019,8,-0.37478477,-0.6649747,-0.37251395
RWA,0.36316368,2019-08-16,2019,8,0.49194235,-0.8037655,-1.9160877
VCT,-1.2296135,2019-08-16,2019,8,-1.327984,-1.2940999,-1.1594462
WSM,1.3618338,2019-08-16,2019,8,1.5882692,0.19035242,0.36671746
SAU,-1.4110727,2019-08-16,2019,8,-1.1120704,-0.6206828,0.058919206
SEN,-0.93751585,2019-08-16,2019,8,-1.304878,-0.05447709,0.1845994
SIA,1.3928864,2019-08-16,2019,8,-0.112103105,0.60240704,-0.26256132
SLE,-1.0569242,2019-08-16,2019,8,-0.79074216,-0.06226546,0.01341145
SVK,-1.3943292,2019-08-16,2019,8,-0.28021514,-0.38181138,0.31643778
SVN,-1.1065366,2019-08-16,2019,8,0.58752507,0.78152746,1.1385081
SLB,0.037519194,2019-08-16,2019,8,0.055094816,0.034936644,0.002725708
SOM,-0.46373197,2019-08-16,2019,8,-0.08200464,-0.22900757,-0.22252019
SOL,-0.25063238,2019-08-16,2019,8,1.3928864,-0.112103105,0.60240704
ZAF,-2.0988605,2019-08-16,2019,8,-1.6834229,-0.58506596,-0.7009334
SGS,0.07634589,2019-08-16,2019,8,0.37889126,0.08366314,0.16891283
KOR,-0.4945283,2019-08-16,2019,8,-0.710145,-1.0161312,-1.6717342
SSD,0.3732308,2019-08-16,2019,8,0.18751374,0.019169655,-0.3171265
ESP,-1.2156136,2019-08-16,2019,8,-1.7178311,-1.246883,-1.3862104
LKA,0.38794792,2019-08-16,2019,8,-1.3266382,-1.5001987,-1.8628701
SDN,0.011104047,2019-08-16,2019,8,-0.6786829,-0.3373035,-0.64442337
SUR,-0.67089456,2019-08-16,2019,8,-0.20578752,-0.47580895,-0.8761246
SWE,-0.47961926,2019-08-16,2019,8,0.0041821944,-0.058385216,0.4437344
CHE,-1.0413473,2019-08-16,2019,8,-0.4831326,-0.3244454,0.27148885
SYR,-0.9499451,2019-08-16,2019,8,-1.4762968,-0.0906269,0.7625949
TWN,0.26517794,2019-08-16,2019,8,0.3265503,0.10148464,0.35725367
TJK,0.17876358,2019-08-16,2019,8,-0.18872476,1.4141177,0.5784267
THA,-0.82378376,2019-08-16,2019,8,-1.2402471,-1.1418093,-1.2075586
